도서관명,시도명,시군구명,도서관유형,휴관일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,열람좌석수,자료수(도서),자료수(연속간행물),자료수(비도서),대출가능권수,대출가능일수,소재지도로명주소,운영기관명,도서관전화번호,부지면적,건물면적,홈페이지주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
샘터작은도서관,서울특별시,광진구,작은도서관,연중무휴,13:00,19:00,13:00,19:00,13:00,19:00,25,10306,0,2,3.0,7,서울특별시 광진구 용마산로24길 10(중곡동),,02-446-0191,,,,37.5651522,127.087354,2024-10-07,3040000,서울특별시 광진구
국제문학작은도서관,서울특별시,광진구,작은도서관,일,18:00,19:00,13:00,17:00,18:00,19:00,8,2500,3,0,3.0,7,서울특별시 광진구 광나루로15길 41(군자동),,02-465-7271,,,,37.55012813,127.0696581,2024-10-07,3040000,서울특별시 광진구
사하라작은도서관,서울특별시,광진구,작은도서관,토+일,14:00,18:00,00:00,00:00,14:00,18:00,20,1200,4,0,3.0,7,"서울특별시 광진구 광장로 78, 2층(광장동, 광성빌딩)",,02-453-7068,,,,37.54761106,127.1056385,2024-10-07,3040000,서울특별시 광진구
구례군매천도서관,전라남도,구례군,공공도서관,매주금요일+국가지정공휴일+설날연휴+추석연휴,09:00,22:00,09:00,22:00,09:00,22:00,125,44970,10,524,10.0,14,전라남도 구례군 구례읍 봉성로38,전라남도 구례군청,061-780-8156,3162,1726.0,https://lib.gurye.go.kr/,35.20574294,127.4648137,2024-10-07,4870000,전라남도 구례군
광천공공도서관,충청남도,홍성군,공공도서관,월+공휴일(일요일 제외+일요일이 공휴일과 겹치는 경우 휴관),09:00,21:00,09:00,18:00,00:00,00:00,200,115793,0,0,6.0,14,충청남도 홍성군 광천읍 광천로 342,홍성군공공시설관리사업소,041-630-9573,7863,1386.0,https://www.hongseong.go.kr/gclib/index.do,36.50459493,126.6254772,2024-10-11,4600000,충청남도 홍성군
한울작은도서관,충청남도,홍성군,작은도서관,토+일+공휴일,09:00,18:00,00:00,00:00,00:00,00:00,42,12817,0,0,5.0,7,충청남도 홍성군 홍북읍 홍예로 213,홍성군공공시설관리사업소,041-632-5111,135,135.0,,36.64753908,126.6831437,2024-10-11,4600000,충청남도 홍성군
글마루작은도서관,충청남도,홍성군,작은도서관,월+화+공휴일,09:00,18:00,09:00,18:00,00:00,00:00,18,16755,0,0,5.0,14,충청남도 홍성군 홍성읍 문화로 33번길 33,충청남도 홍성군 청소년수련관,041-631-5905,1641,208.0,,36.5938493,126.6555948,2024-10-11,4600000,충청남도 홍성군
무주만나작은도서관,,,작은도서관,토+일+공휴일,10:00,18:00,00:00,00:00,00:00,00:00,35,15838,20,56,5.0,21,전북특별자치도 무주군 안성면 진성로 2393,주민자치(진원새마을회),070-8802-6000,115,115.0,https://library.muju.go.kr/main/contents.do?idx=1454,35.86564398,127.6282585,2024-10-29,4741000,전북특별자치도 무주군
행복한작은도서관,광주광역시,동구,작은도서관,토+일+국가지정공휴일,09:00,18:00,00:00,00:00,00:00,00:00,10,3000,0,0,0.0,0,광주광역시 동구 산수길 39번길 20-4,행복한지역아동센터,062-223-3164,,33.0,,35.15845654,126.9271752,2024-03-08,3590000,광주광역시 동구
무등산IPARK아파트작은도서관,광주광역시,동구,작은도서관,연중무휴,09:00,18:00,09:00,18:00,09:00,18:00,40,3050,0,0,0.0,0,광주광역시 동구 남문로 753번길 20,무등산IPARK입주자대표회의,,,148.0,,35.13634873,126.9226216,2024-03-08,3590000,광주광역시 동구
알암인권작은도서관,광주광역시,동구,작은도서관,휴관,00:00,00:00,00:00,00:00,00:00,00:00,14,3300,0,0,0.0,0,광주광역시 동구 동명로 7-4(장동),(사)알암명노근선생기념사업회,062-228-3563,,33.0,,35.15022609,126.922604,2024-03-08,3590000,광주광역시 동구
푸른길책향기작은도서관,광주광역시,동구,작은도서관,월+일+국가지정공휴일,09:00,18:00,09:00,18:00,00:00,00:00,9,3210,0,0,0.0,0,광주광역시 동구 동명로20번길 43-5(동명동),(사)동명창조문화행복공동체마을,062-233-2662,,46.8,,35.15031587,126.9278761,2024-03-08,3590000,광주광역시 동구
도산도서관,울산광역시,남구,공공도서관,월+법정공휴일,09:00,22:00,09:00,22:00,00:00,00:00,189,58255,52,3776,5.0,14,울산광역시 남구 돋질로139번길 23(야음동),울산광역시 남구청,052-226-5710,611,1214.32,http://ulsannamgu.go.kr/library/main.do,35.5422963,129.3198911,2024-11-28,3700000,울산광역시 남구
신복도서관,울산광역시,남구,공공도서관,월+법정공휴일,09:00,22:00,09:00,22:00,00:00,00:00,210,57945,53,3383,5.0,14,울산광역시 남구 신복로72번길 18-13(무거동),울산광역시 남구청,052-226-2367,712.7,1522.3,http://ulsannamgu.go.kr/library/main.do,35.5513724,129.2553236,2024-11-28,3700000,울산광역시 남구
옥현어린이도서관,울산광역시,남구,어린이도서관,월+법정공휴일,09:00,22:00,09:00,22:00,00:00,00:00,113,32577,22,1962,5.0,14,울산광역시 남구 옥현로58번길 40(무거동),울산광역시 남구청,052-226-2370,12896,533.23,http://ulsannamgu.go.kr/library/main.do,35.53913618,129.2648785,2024-11-28,3700000,울산광역시 남구
월봉도서관,울산광역시,남구,작은도서관,월+법정공휴일,09:00,18:00,09:00,18:00,00:00,00:00,66,22517,15,241,5.0,14,울산광역시 남구 번영로54번길 6(신정동),울산광역시 남구청,052-226-2377,396,273.0,http://ulsannamgu.go.kr/library/main.do,35.53043776,129.3312217,2024-11-28,3700000,울산광역시 남구
철새마을도서관,울산광역시,남구,작은도서관,월+법정공휴일,09:00,18:00,09:00,18:00,00:00,00:00,26,7679,12,146,5.0,14,울산광역시 남구 삼호로149번길22(삼호동),울산광역시 남구청,052-226-2386,1320,208.5,http://ulsannamgu.go.kr/library/main.do,35.54893246,129.2800942,2024-11-28,3700000,울산광역시 남구
남부도서관,울산광역시,남구,공공도서관,월+법정공휴일,07:00,23:00,07:00,23:00,00:00,00:00,946,277349,261,15773,5.0,14,울산광역시 남구 거마로13번길 6(옥동),울산광역시 교육청,052-259-7580,3259,4479.0,http://ulsannamgu.go.kr/library/main.do,35.53591572,129.2949974,2024-11-28,3700000,울산광역시 남구
달동 마을문고,울산광역시,남구,작은도서관,토+일+법정공휴일,10:00,17:00,00:00,00:00,00:00,00:00,6,7727,0,0,5.0,14,울산광역시 남구 돋질로92번길 28(달동주민센터 내),,052-226-2949,,33.0,,35.53635673,129.316542,2024-11-28,3700000,울산광역시 남구
대현동 마을문고,울산광역시,남구,작은도서관,토+일+법정공휴일,09:00,17:00,00:00,00:00,00:00,00:00,10,11138,0,0,5.0,14,울산광역시 남구 수암로 182(대현동주민센터 내),,052-226-2927,,33.0,,35.526529,129.3267904,2024-11-28,3700000,울산광역시 남구
무거 작은도서관,울산광역시,남구,작은도서관,토+일+법정공휴일,09:00,17:00,00:00,00:00,00:00,00:00,24,16626,0,0,5.0,14,울산광역시 남구 신복로62번길 6-17(신복복지관 내),,052-226-3493,,99.0,,35.55038664,129.256875,2024-11-28,3700000,울산광역시 남구
삼산동 마을문고,울산광역시,남구,작은도서관,토+일+법정공휴일,09:00,18:00,00:00,00:00,00:00,00:00,6,12087,0,0,5.0,14,울산광역시 남구 삼산중로131번길 36(삼산동주민센터 내),,052-226-2877,,33.0,,35.54441772,129.3318632,2024-11-28,3700000,울산광역시 남구
삼호작은도서관,울산광역시,남구,작은도서관,토+일+법정공휴일,10:00,17:00,00:00,00:00,00:00,00:00,40,12708,0,0,5.0,14,울산광역시 남구 어은로 9-1(서울산새마을금고 2층),,052-221-6023,,132.23,,35.550238,129.273227,2024-11-28,3700000,울산광역시 남구
선암작은도서관,울산광역시,남구,작은도서관,토+일+법정공휴일,10:00,17:00,00:00,00:00,00:00,00:00,18,10692,0,0,5.0,14,울산광역시 남구 두왕로 174번길 59(대나리문화회관 내),,052-226-2663,,103.0,,35.516114,129.3156346,2024-11-28,3700000,울산광역시 남구
수암동 마을문고,울산광역시,남구,작은도서관,토+일+법정공휴일,09:00,17:00,00:00,00:00,00:00,00:00,15,9351,0,0,5.0,14,울산광역시 남구 중앙로 32(수암동주민센터 내),,052-226-2935,,57.5,,35.524411,129.3184717,2024-11-28,3700000,울산광역시 남구
신정1동 작은도서관,울산광역시,남구,작은도서관,토+일+법정공휴일,10:00,17:00,00:00,00:00,00:00,00:00,7,10849,0,0,5.0,14,울산광역시 남구 월평로21번길 19,,052-707-2816,,105.0,,35.5426324744,129.3069801177,2024-11-28,3700000,울산광역시 남구
신정2동 마을문고,울산광역시,남구,작은도서관,토+일+법정공휴일,10:00,17:00,00:00,00:00,00:00,00:00,30,9252,0,0,5.0,14,울산광역시 남구 봉월로20번길 9(신정2동주민센터 내),,052-226-2824,,70.2,,35.53465602,129.307865,2024-11-28,3700000,울산광역시 남구
대인작은도서관,광주광역시,동구,작은도서관,운영중단,00:00,00:00,00:00,00:00,00:00,00:00,60,2000,0,0,0.0,0,광주광역시 동구 중앙로 224(장동),대인교회,062-234-8291,,150.0,,35.15233606,126.9183131,2024-03-08,3590000,광주광역시 동구
계림두산위브작은도서관,광주광역시,동구,작은도서관,목+금+국가지정공휴일,14:00,18:00,09:30,13:30,09:30,13:30,15,5131,0,0,0.0,0,광주광역시 동구 무등로 374(계림동),계림두산위브아파트입주자대표회의,,,150.0,,35.15878268,126.9239979,2024-03-08,3590000,광주광역시 동구
LH다독,경기도,성남시,작은도서관,토+일+공휴일,09:00,18:00,00:00,00:00,00:00,00:00,24,4231,0,0,6.0,14,"경기도 성남시 수정구 위례광장로 311, 1층",성남위례종합사회복지관,031-758-0703,,72.0,https://www.snlib.go.kr/small,37.4712258853,127.1437352238,2024-08-30,3780000,경기도 성남시
정선군립도서관,,,공공도서관,매주 월요일 및 법정공휴일,09:00,22:00,09:00,18:00,00:00,00:00,21,16482,24,100,6.0,14,강원특별자치도 정선군 정선읍 녹송2길 26,정선군,033-563-6777,9434,3119.0,http://lib.jeongseon.go.kr,37.3823604564,128.672874376,2024-09-19,4291000,강원특별자치도 정선군
사북공공도서관,,,공공도서관,매주 월요일 및 법정공휴일,09:00,22:00,09:00,22:00,00:00,00:00,187,46000,31,375,6.0,14,강원특별자치도 정선군 사북읍 파랑새길 33,(재)3.3기념사업회,033-592-5757,1365,1380.0,http://www.sbl.or.kr,37.224225,128.824664,2024-09-19,4291000,강원특별자치도 정선군
구립 청파도서관,서울특별시,용산구,공공도서관,월+법정공휴일,09:00,21:00,09:00,17:00,09:00,17:00,75,40897,27,469,5.0,14,서울특별시 용산구 청파로93길 27,서울특별시 용산구청,02-714-3931,,,https://www.yslibrary.or.kr/cheongpa/index.do,37.55392482,126.9676059,2024-09-30,3020000,서울특별시 용산구
용산 꿈나무도서관,서울특별시,용산구,공공도서관,월+법정공휴일,09:00,21:00,09:00,17:00,09:00,17:00,150,51685,71,1915,5.0,14,서울특별시 용산구 백범로 329,서울특별시 용산구청,02-707-0138,,,https://www.yslibrary.or.kr/dream/index.do,37.5389038,126.9650122,2024-09-30,3020000,서울특별시 용산구
청파 어린이 영어도서관,서울특별시,용산구,작은도서관,일+법정공휴일,10:00,19:00,10:00,17:00,00:00,00:00,24,18845,0,1936,3.0,14,서울특별시 용산구 청파로49길 34,서울특별시 용산구청,02-702-0641,,,https://www.yslibrary.or.kr/small/index.do,37.5454737,126.9685013,2024-09-30,3020000,서울특별시 용산구
용암 어린이 영어도서관,서울특별시,용산구,작은도서관,일+법정공휴일,10:00,19:00,10:00,17:00,00:00,00:00,24,16075,0,2513,3.0,14,서울특별시 용산구 신흥로3가길 21-7,서울특별시 용산구청,02-798-4181,,,https://www.yslibrary.or.kr/small/index.do,37.54101876,126.9846929,2024-09-30,3020000,서울특별시 용산구
북카페 청마루,서울특별시,용산구,작은도서관,토+일+법정공휴일,09:00,18:00,00:00,00:00,00:00,00:00,32,5650,0,0,3.0,14,서울특별시 용산구 녹사평대로150,서울특별시 용산구청,02-2199-8967,,,https://www.yslibrary.or.kr/small/index.do,37.53245265,126.9904783,2024-09-30,3020000,서울특별시 용산구
후암동작은도서관 북앤캠프,서울특별시,용산구,작은도서관,토+일+법정공휴일,09:00,17:00,00:00,00:00,00:00,00:00,33,8408,0,0,3.0,14,서울특별시 용산구 후암로 32-6,서울특별시 용산구청,02-2199-8758,,,https://www.yslibrary.or.kr/small/index.do,37.54869785,126.9781505,2024-09-30,3020000,서울특별시 용산구
해다올 작은도서관,서울특별시,용산구,작은도서관,토+일+법정공휴일,13:00,17:00,00:00,00:00,00:00,00:00,20,9231,0,0,3.0,14,서울특별시 용산구 신흥로90,서울특별시 용산구청,02-2199-8739,,,https://www.yslibrary.or.kr/small/index.do,37.54607528,126.9855699,2024-09-30,3020000,서울특별시 용산구
원효로제2동 작은도서관 두드림,서울특별시,용산구,작은도서관,토+일+법정공휴일,09:30,17:30,00:00,00:00,00:00,00:00,18,6894,0,0,3.0,14,서울특별시 용산구 효창원로8길 3,서울특별시 용산구청,02-2199-8755,,,https://www.yslibrary.or.kr/small/index.do,37.53435322,126.9515483,2024-09-30,3020000,서울특별시 용산구
효창동 작은도서관,서울특별시,용산구,작은도서관,토+일+법정공휴일,13:00,17:00,00:00,00:00,00:00,00:00,40,11942,0,0,3.0,14,서울특별시 용산구 효창원로161,서울특별시 용산구청,02-2199-8753,,,https://www.yslibrary.or.kr/small/index.do,37.54250925,126.9618379,2024-09-30,3020000,서울특별시 용산구
오렌지나무 작은도서관,서울특별시,용산구,작은도서관,토+일+법정공휴일,13:00,17:00,00:00,00:00,00:00,00:00,17,8700,0,0,3.0,14,서울특별시 용산구 효창원로37길 1,서울특별시 용산구청,02-2199-8754,,,https://www.yslibrary.or.kr/small/index.do,37.5369386508,126.9582611264,2024-09-30,3020000,서울특별시 용산구
한강로동 작은도서관,서울특별시,용산구,작은도서관,토+일+법정공휴일,10:00,17:00,00:00,00:00,00:00,00:00,34,7174,0,0,3.0,14,서울특별시 용산구 한강대로38길 28,서울특별시 용산구청,02-2199-8743,,,https://www.yslibrary.or.kr/small/index.do,37.52814224,126.9692281,2024-09-30,3020000,서울특별시 용산구
이촌2동 작은도서관,서울특별시,용산구,작은도서관,일+법정공휴일,10:00,18:00,10:00,14:00,00:00,00:00,26,6812,0,0,3.0,14,서울특별시 용산구 이촌로18길 20,서울특별시 용산구청,02-2199-8756,,,https://www.yslibrary.or.kr/small/index.do,37.52628148,126.9546578,2024-09-30,3020000,서울특별시 용산구
회나무 작은도서관,서울특별시,용산구,작은도서관,토+일+법정공휴일,10:00,14:00,00:00,00:00,00:00,00:00,8,7698,0,0,3.0,14,서울특별시 용산구 회나무로13길 58,서울특별시 용산구청,02-2199-8647,,,https://www.yslibrary.or.kr/small/index.do,37.54190232,126.9901964,2024-09-30,3020000,서울특별시 용산구
한남동 작은도서관,서울특별시,용산구,작은도서관,토+일+법정공휴일,13:00,17:00,00:00,00:00,00:00,00:00,39,9999,0,0,3.0,14,서울특별시 용산구 이태원로 224-19,서울특별시 용산구청,02-2199-8742,,,https://www.yslibrary.or.kr/small/index.do,37.53485691,127.000267,2024-09-30,3020000,서울특별시 용산구
서빙고동 작은도서관,서울특별시,용산구,작은도서관,토+일+법정공휴일,09:00,18:00,00:00,00:00,00:00,00:00,23,7549,0,0,3.0,14,서울특별시 용산구 서빙고로 279,서울특별시 용산구청,02-2199-8687,,,https://www.yslibrary.or.kr/small/index.do,37.5204768,126.9946517,2024-09-30,3020000,서울특별시 용산구
성신비전스쿨도서관,서울특별시,광진구,작은도서관,월,13:00,19:00,13:00,19:00,13:00,19:00,20,3500,0,0,3.0,7,서울특별시 광진구 동일로 160(화양동),,02-463-5959,,,,37.546461,127.0666556,2024-10-07,3040000,서울특별시 광진구
무주형설지공군립도서관,,,공공도서관,월+공휴일,09:00,22:00,09:00,18:00,09:00,18:00,204,45844,16,0,5.0,14,전북특별자치도 무주군 무주읍 최북로 7,전북특별자치도 무주군청,063-320-5622,1219,1219.0,https://library.muju.go.kr/main/main.do,,,2024-10-29,4741000,전북특별자치도 무주군
본오도서관,경기도,안산시,공공도서관,매주월요일+국가지정공휴일,09:00,18:00,09:00,18:00,00:00,00:00,104,35510,26,574,10.0,14,경기도 안산시 상록구 각골로 49(본오동),안산시 평생학습원 감골도서관,031-481-3697,480.1,740.2,http://lib.ansan.go.kr,37.29399604,126.8722919,2023-11-21,3930000,경기도 안산시
부곡도서관,경기도,안산시,공공도서관,매주금요일+국가지정공휴일,09:00,22:00,09:00,18:00,00:00,00:00,86,28325,21,1465,10.0,14,경기도 안산시 상록구성호로 333(부곡동),안산시 평생학습원 감골도서관,031-481-3604,408,427.9,http://lib.ansan.go.kr,37.3326386,126.8608516,2023-11-21,3930000,경기도 안산시
사이동꿈을키우는 작은도서관,경기도,안산시,작은도서관,매주월요일+국가지정공휴일,09:00,18:00,09:00,18:00,00:00,00:00,45,11750,8,522,10.0,14,경기도 안산시 상록구 영화5길 15(사동),안산시새마을회,031-417-2707,155.73,155.73,http://lib.ansan.go.kr,37.2797194,126.8511041,2023-11-21,3930000,경기도 안산시
인천광역시교육청서구도서관,인천광역시,서구,공공도서관,매주금요일+일요일을제외한법정공휴일,06:00,22:00,06:00,22:00,06:00,22:00,965,261118,90,13315,10.0,15,인천광역시 서구 건지로334번길 45,인천광역시교육청서구도서관,032-585-7100,6609,7757.11,https://lib.ice.go.kr/seogu/,37.49436027,126.6796281,2024-06-30,7310507,인천광역시교육청 인천광역시교육청서구도서관
낙성대역 U-도서관,서울특별시,관악구,공공도서관,공휴일,06:00,23:59,06:00,23:59,00:00,00:00,0,144,0,0,2.0,14,서울특별시 관악구 남부순환로 1928,서울특별시 관악구청,00-000-0000,,,http://lib.gwanak.go.kr/,37.47706518,126.9634099592,2024-10-31,3200000,서울특별시 관악구
신림역 U-도서관,서울특별시,관악구,공공도서관,공휴일,06:00,23:59,06:00,23:59,00:00,00:00,0,112,0,0,2.0,14,서울특별시 관악구 남부순환로 1614,서울특별시 관악구청,00-000-0000,,,http://lib.gwanak.go.kr/,37.484224,126.9298033,2024-10-31,3200000,서울특별시 관악구
관악중앙도서관 U-도서관,서울특별시,관악구,공공도서관,공휴일,09:00,22:00,09:00,22:00,00:00,00:00,0,48,0,0,2.0,14,서울특별시 관악구 신림로3길 35,서울특별시 관악구청,00-000-0000,,,http://lib.gwanak.go.kr/,37.4675334,126.9448709,2024-10-31,3200000,서울특별시 관악구
당곡역 U-도서관,서울특별시,관악구,공공도서관,공휴일,06:00,23:59,06:00,23:59,00:00,00:00,0,112,0,0,2.0,14,서울특별시 관악구 보라매로 6,서울특별시 관악구청,00-000-0000,,,http://lib.gwanak.go.kr/,37.4898906508,126.9277181416,2024-10-31,3200000,서울특별시 관악구
서울대벤처타운역 U-도서관,서울특별시,관악구,공공도서관,공휴일,06:00,23:59,06:00,23:59,00:00,00:00,0,144,0,0,2.0,14,서울특별시 관악구 신림로 144,서울특별시 관악구청,00-000-0000,,,http://lib.gwanak.go.kr/,37.4720872151,126.9339012,2024-10-31,3200000,서울특별시 관악구
봉현작은도서관,서울특별시,관악구,작은도서관,일+공휴일,09:00,18:00,10:00,17:00,00:00,00:00,24,11681,32,277,5.0,14,서울특별시 관악구 관악로 255-7,서울특별시 관악구청,070-7163-5167,979,1550.0,http://lib.gwanak.go.kr/,37.48721429,126.956625,2024-10-31,3200000,서울특별시 관악구
청룡작은도서관,서울특별시,관악구,작은도서관,일+공휴일,09:00,18:00,10:00,17:00,00:00,00:00,20,8008,1,7,5.0,14,서울특별시 관악구 청룡9길 12-39,서울특별시 관악구청,02-883-4041,300,495.0,http://lib.gwanak.go.kr/,37.478018,126.946457,2024-10-31,3200000,서울특별시 관악구
삼성작은도서관,서울특별시,관악구,작은도서관,일+공휴일,09:00,18:00,10:00,17:00,00:00,00:00,20,8936,10,0,5.0,14,서울특별시 관악구 호암로 520,서울특별시 관악구청,070-7163-5166,375,642.0,http://lib.gwanak.go.kr/,37.46411546,126.931802,2024-10-31,3200000,서울특별시 관악구
보라매동 다사랑작은도서관,서울특별시,관악구,작은도서관,토+일+공휴일,10:00,18:00,00:00,00:00,00:00,00:00,15,9432,3,0,5.0,14,서울특별시 관악구 봉천로 279-8,서울특별시 관악구청,02-876-2879,1556,1308.0,http://lib.gwanak.go.kr/,37.48817576,126.932778,2024-10-31,3200000,서울특별시 관악구
은천동 한울작은도서관,서울특별시,관악구,작은도서관,토+일+공휴일,10:00,18:00,00:00,00:00,00:00,00:00,10,6268,0,5,5.0,14,서울특별시 관악구 은천로9길 20,서울특별시 관악구청,070-8657-4167,,453.0,http://lib.gwanak.go.kr/,37.48708055,126.9409749004,2024-10-31,3200000,서울특별시 관악구
성현동 파랑새작은도서관,서울특별시,관악구,작은도서관,토+일+공휴일,10:00,18:00,00:00,00:00,00:00,00:00,50,12388,4,43,5.0,14,서울특별시 관악구 구암길 38,서울특별시 관악구청,02-875-9054,1265,1461.0,http://lib.gwanak.go.kr/,37.489512,126.9481596,2024-10-31,3200000,서울특별시 관악구
중앙동 새싹작은도서관,서울특별시,관악구,작은도서관,토+일+공휴일,10:00,18:00,00:00,00:00,00:00,00:00,40,7870,4,114,5.0,14,서울특별시 관악구 양녕로6다길 7,서울특별시 관악구청,02-875-9513,,704.0,http://lib.gwanak.go.kr/,37.484166,126.949749,2024-10-31,3200000,서울특별시 관악구
청림동 푸른숲작은도서관,서울특별시,관악구,작은도서관,토+일+공휴일,10:00,18:00,00:00,00:00,00:00,00:00,20,7938,4,2,5.0,14,서울특별시 관악구 관악로40길 39,서울특별시 관악구청,02-876-4090,,786.0,http://lib.gwanak.go.kr/,37.49184717,126.9586277,2024-10-31,3200000,서울특별시 관악구
행운동 마루작은도서관,서울특별시,관악구,작은도서관,토+일+공휴일,10:00,18:00,00:00,00:00,00:00,00:00,20,6476,0,1,5.0,14,서울특별시 관악구 행운1길 43,서울특별시 관악구청,02-876-3434,626,1447.0,http://lib.gwanak.go.kr/,37.48064257,126.957059,2024-10-31,3200000,서울특별시 관악구
청룡동 숯고을작은도서관,서울특별시,관악구,작은도서관,토+일+공휴일,10:00,18:00,00:00,00:00,00:00,00:00,20,10961,0,43,5.0,14,서울특별시 관악구 쑥고개로 44,서울특별시 관악구청,02-876-4083,779,1441.0,http://lib.gwanak.go.kr/,37.479107,126.941694,2024-10-31,3200000,서울특별시 관악구
낙성동 우듬지작은도서관,서울특별시,관악구,작은도서관,토+일+공휴일,10:00,18:00,00:00,00:00,00:00,00:00,20,9178,4,15,5.0,14,서울특별시 관악구 낙성대로4가길 5,서울특별시 관악구청,02-876-4072,924,2004.0,http://lib.gwanak.go.kr/,37.476264,126.958365,2024-10-31,3200000,서울특별시 관악구
인헌동 보물섬 작은도서관,서울특별시,관악구,작은도서관,토+일+공휴일,10:00,18:00,00:00,00:00,00:00,00:00,24,19766,8,246,5.0,14,서울특별시 관악구 남부순환로246가길 20,서울특별시 관악구청,02-889-4941,590,1497.0,http://lib.gwanak.go.kr/,37.475044,126.9653243,2024-10-31,3200000,서울특별시 관악구
청사도서관,경상북도,성주군,공공도서관,매주 금요일,09:00,22:00,09:00,22:00,09:00,22:00,100,16000,350,180,5.0,14,경상북도 성주군 성주읍 청사도서관길13,경상북도 성주군청,054-933-3269,963,1175.0,,35.920992,128.283836,2020-07-15,5210000,경상북도 성주군
감골도서관,경기도,안산시,공공도서관,매주금요일+국가지정공휴일,07:00,22:00,07:00,18:00,00:00,00:00,508,163429,116,5227,10.0,14,경기도 안산시 상록구 감골공원안길 16-1(사동),안산시 평생학습원 감골도서관,031-481-3710,12169,3351.0,http://lib.ansan.go.kr,37.2926186,126.8545112,2023-11-21,3930000,경기도 안산시
관산도서관,경기도,안산시,공공도서관,매주금요일+국가지정공휴일,07:00,22:00,09:00,18:00,00:00,00:00,466,220015,131,5657,10.0,14,경기도 안산시 단원구 관산길 29(원곡동),안산시 평생학습원 중앙도서관,031-481-2751,6916,3737.48,http://lib.ansan.go.kr,37.3321344,126.7995727,2023-11-21,3930000,경기도 안산시
단원어린이도서관,경기도,안산시,공공도서관,매주월요일+국가지정공휴일,09:00,18:00,09:00,18:00,00:00,00:00,250,122779,59,3809,10.0,14,경기도 안산시 단원구 화정로 30(초지동),안산시 평생학습원 관산도서관,031-481-2678,3912.5,2018.11,http://lib.ansan.go.kr,37.33110589,126.816028,2023-11-21,3930000,경기도 안산시
달미작은도서관,경기도,안산시,작은도서관,매주금요일+국가지정공휴일,09:00,18:00,09:00,18:00,00:00,00:00,80,25907,23,0,10.0,14,경기도 안산시 단원구 선삼로4안길 25-9(선부동),안산시 평생학습원 중앙도서관,031-481-3750,0,499.64,http://lib.ansan.go.kr,37.348868,126.8098854,2023-11-21,3930000,경기도 안산시
당곡작은도서관,경기도,안산시,작은도서관,매주월요일+국가지정공휴일,09:00,18:00,09:00,18:00,00:00,00:00,30,25247,20,0,10.0,14,경기도 안산시 단원구 예술대학로 76(중앙동),안산시 평생학습원 중앙도서관,031-481-3879,0,429.08,http://lib.ansan.go.kr,37.32393654,126.8377438,2023-11-21,3930000,경기도 안산시
대부도서관,경기도,안산시,공공도서관,매주월요일+국가지정공휴일,09:00,18:00,09:00,18:00,00:00,00:00,111,46903,25,1739,10.0,14,경기도 안산시 단원구 대남로 30(대부북동),안산시 평생학습원 중앙도서관,031-481-3955,2091,997.25,http://lib.ansan.go.kr,37.2404728897,126.583117294,2023-11-21,3930000,경기도 안산시
반월도서관,경기도,안산시,공공도서관,매주월요일+국가지정공휴일,07:00,22:00,09:00,18:00,00:00,00:00,276,39855,28,1814,10.0,14,경기도 안산시 상록구 반월새싹길 39-3(건건동),안산시 평생학습원 감골도서관,031-481-2663,2446,956.06,http://lib.ansan.go.kr,37.30932822,126.9028041,2023-11-21,3930000,경기도 안산시
대림1동공립작은도서관,서울특별시,영등포구,작은도서관,매주 토요일+일요일+법정공휴일,10:00,17:00,00:00,00:00,00:00,00:00,24,14251,0,0,10.0,21,서울특별시 영등포구 디지털로441,서울특별시 영등포구청,02-834-4560,,130.0,https://www.ydplib.or.kr/small,37.49545723,126.905842,2024-09-03,3180000,서울특별시 영등포구
신길7동공립작은도서관,서울특별시,영등포구,작은도서관,법정공휴일,09:00,19:00,10:00,14:00,00:00,00:00,18,10026,0,0,10.0,21,서울특별시 영등포구 여의대방로43길10,서울특별시 영등포구청,070-8895-1186,,39.0,https://www.ydplib.or.kr/small,37.506385,126.9215136,2024-09-03,3180000,서울특별시 영등포구
신길6동공립작은도서관,서울특별시,영등포구,작은도서관,매주 토요일+일요일+법정공휴일,09:00,18:00,00:00,00:00,00:00,00:00,30,11582,0,0,10.0,21,서울특별시 영등포구 대방천로 167,서울특별시 영등포구청,02-832-7476,,96.0,https://www.ydplib.or.kr/small,37.49937388,126.9098438,2024-09-03,3180000,서울특별시 영등포구
다사랑작은도서관,전라남도,화순군,작은도서관,매주 일,08:00,18:00,08:00,18:00,08:00,18:00,20,5000,3,0,3.0,14,전라남도 화순군 화순읍 진각로 125(2층),다사랑작은도서관,061-371-0191,,66.0,,35.06252376,126.9859842,2024-08-01,4900000,전라남도 화순군
유니버시아드힐스테이트1단지작은도서관,광주광역시,서구,작은도서관,수+목+국가지정 공휴일,12:30,18:00,12:30,18:00,12:30,18:00,16,4500,0,0,3.0,7,광주광역시 서구 화운로 94,힐스테이트1단지 입주자대표회의,062-369-9413,,91.04,,35.1483372,126.8806458,2024-12-02,3600000,광주광역시 서구
